"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","regulation of mitotic cell cycle phase transition","GO:1901990","4.122868189284946e-10","9.384800549647167","320","570","35","21100","E2F1,CENPJ,CHEK2,PIDD1,EZH2,TFAP4,XRCC3,KNTC1,DBF4B,RAD51C,CDKN2A,CDKN2C,CDC7,CDK5RAP3,AURKB,CDC25A,PTPN6,CDT1,ZWINT,DTL,BRCA1,UBD,BCL2,RPA2,BLM,MIIP,NDC80,CDK1,CDC25B,E2F7,CDC6,EGFR,ORC1,TP53,CENPF"
"GO:BP","negative regulation of cell cycle process","GO:0010948","4.853045237119277e-10","9.313985660438329","305","570","34","21100","E2F1,CHEK2,PIDD1,EZH2,XRCC3,KNTC1,TIMELESS,ATF5,CDC45,KAT2A,PTTG1,CDK5RAP3,AURKB,CDT1,ZWINT,DTL,CCNF,BRCA1,BCL2,RPA2,BLM,MIIP,NDC80,CDK1,E2F7,CDC6,WDR76,NEK2,ORC1,FANCD2,TP53,CENPF,BRIP1,HLA-G"
"GO:BP","regulation of DNA metabolic process","GO:0051052","5.238935790024517e-10","9.280756924363454","470","570","43","21100","RMI2,CHTF18,PCNA,TIMELESS,XRCC1,DDX11,DBF4B,RFC5,GINS1,RFC4,KCTD13,CDKN2A,PARPBP,KMT5C,CDC7,AURKB,MIS18A,CDT1,BRCA1,IL27RA,RAD51AP1,ING4,RPA2,BLM,CDK1,GMNN,POLQ,ESCO2,E2F7,GINS2,CDC6,GINS4,DSCC1,NEK2,BRCA2,EGFR,CCT6A,CD40,TP53,VEGFA,PARM1,GLI2,GZMA"
"GO:BP","cell cycle DNA replication","GO:0044786","5.695685716356115e-10","9.244453982752164","43","570","14","21100","LIG1,PCNA,DBF4B,MCM3,GINS1,CDC45,CDC7,FEN1,CDT1,BLM,MCM2,GMNN,E2F7,BRCA2"
"GO:BP","DNA duplex unwinding","GO:0032508","6.666751240568479e-10","9.176085749593797","92","570","19","21100","CHTF18,RECQL4,RAD54L,MCM7,DDX11,MCM8,RFC5,MCM3,GINS1,RFC4,CDC45,MCM5,BLM,MCM2,POLQ,GINS2,GINS4,DSCC1,BRIP1"
"GO:BP","DNA conformation change","GO:0071103","8.647150463574756e-10","9.063126984076103","105","570","20","21100","CHTF18,RECQL4,RAD54L,MCM7,DDX11,MCM8,RFC5,MCM3,GINS1,HMGB2,RFC4,CDC45,MCM5,BLM,MCM2,POLQ,GINS2,GINS4,DSCC1,BRIP1"
"GO:BP","nuclear DNA replication","GO:0033260","1.5255299169505152e-9","8.816579271050664","38","570","13","21100","LIG1,PCNA,DBF4B,MCM3,GINS1,CDC45,CDC7,FEN1,CDT1,BLM,MCM2,GMNN,BRCA2"
"GO:BP","centromere complex assembly","GO:0034508","1.7044478161832692e-9","8.76841629070413","31","570","12","21100","CENPH,KNTC1,NASP,CENPA,HELLS,MIS18A,ITGB3BP,CENPW,CENPK,CENPX,HJURP,CENPF"
"GO:BP","cell cycle G2/M phase transition","GO:0044839","1.9186186312151825e-9","8.717011342522849","177","570","25","21100","CHEK2,CCDC57,ATF5,DBF4B,RAD51C,CDKN2A,CDC7,CDK5RAP3,AURKB,CDC25A,CIT,DTL,BRCA1,ING4,BLM,MIIP,NDC80,CDK1,CDC25B,PKMYT1,CDC6,ORC1,MELK,TP53,CENPF"
"GO:BP","organelle organization","GO:0006996","2.9559636820495344e-9","8.52930090613052","3874","570","169","21100","RMI2,KRT38,ARHGAP4,CHTF18,CENPJ,CHEK2,WDR90,MYB,ASF1B,CKS2,MEI1,RECQL4,EZH2,CENPH,XRCC3,PCNA,KNTC1,RAD54L,STAG3,CCDC57,CEP131,MCM7,KIF22,HAUS5,ATF5,FANCG,XRCC1,CROCC,DDX11,ABCA3,MCM8,TACC3,POC1A,IQCB1,NEMP1,CHCHD6,RFC5,MCM3,HAUS1,RASSF7,GINS1,HMGB2,RFC4,CDC45,PABPC1L,RCCD1,RAD51C,MCM5,CHAF1A,SUV39H1,LETMD1,CEP78,KCTD13,CDKN2A,KAT2A,TBCD,PLA2G6,PSRC1,GOLGA8A,REC8,KRT15,KRT18,PTTG1,KMT5C,RASSF1,NASP,CENPA,SKA1,AURKB,SERPINF2,HELLS,RHPN1,FEN1,SLC25A36,MIS18A,STMN1,ITGB3BP,CIT,SYCP2,PARP10,CHAF1B,CDT1,KIF24,ZWINT,NUSAP1,HAUS8,MICALL2,CEP70,CCNF,BRCA1,CEP83,CDC42EP4,ZBTB48,SPAG5,RNF212,GOLGA8B,RAD51AP1,ING4,BCL2,ING1,CCDC28B,KIFC1,KIF15,RPA2,ESR1,BLM,MCM2,NUF2,ARHGEF19,SEMA6A,PPP1R35,TRPM2,KRT19,NINL,PSTPIP1,PPAN,UBE2S,KIF18B,NDC80,NCAPD2,CDK1,CENPW,CDC25B,CDCA2,KIF2C,POLQ,MARCKSL1,ESCO2,CENPK,TTLL4,EXO1,BIRC5,GRB7,CENPX,RPS19,GINS2,HJURP,IQCG,PARVG,PKMYT1,CDC6,GINS4,DSCC1,CUL9,NEK2,CORO1A,BRCA2,CCT6A,PCLAF,KIF18A,TRAPPC6A,FANCD2,ARHGAP26,PHPT1,TP53,SAPCD2,CENPF,PET100,MICAL1,APOE,HLTF,GZMB,ESPN,CBX2,BRIP1,STMN3,TRPV4,NUPR1,CLDN3"
"GO:BP","organelle fission","GO:0048285","3.2653662542453175e-9","8.486068099755856","500","570","43","21100","CHEK2,CKS2,MEI1,XRCC3,KNTC1,RAD54L,STAG3,KIF22,TACC3,RAD51C,PSRC1,REC8,PTTG1,AURKB,SYCP2,CDT1,ZWINT,NUSAP1,SPAG5,RNF212,RAD51AP1,KIFC1,KIF15,NUF2,UBE2S,KIF18B,NDC80,NCAPD2,CDC25B,CDCA2,KIF2C,CENPK,CENPX,PKMYT1,CDC6,DSCC1,CUL9,NEK2,BRCA2,KIF18A,FANCD2,CENPF,BRIP1"
"GO:BP","DNA biosynthetic process","GO:0071897","3.3324919096981138e-9","8.477230896251006","197","570","26","21100","CHTF18,LIG1,POLD1,PCNA,POLE,TYMS,RFC5,GINS1,RFC4,AURKB,LIN9,PARP10,DTL,TK1,ING4,POLQ,GINS2,GINS4,DSCC1,NEK2,CCT6A,PCLAF,TP53,CENPF,VEGFA,PARM1"
"GO:BP","mitotic sister chromatid segregation","GO:0000070","6.619279394323534e-9","8.179189287313045","173","570","24","21100","XRCC3,KNTC1,KIF22,TACC3,PSRC1,REC8,PTTG1,AURKB,CDT1,ZWINT,NUSAP1,SPAG5,KIFC1,NUF2,KIF18B,NDC80,NCAPD2,KIF2C,CENPK,CDC6,DSCC1,NEK2,KIF18A,CENPF"
"GO:BP","cell cycle checkpoint signaling","GO:0000075","8.281750796475376e-9","8.081877841853917","175","570","24","21100","E2F1,CHEK2,PIDD1,XRCC3,KNTC1,TIMELESS,CDC45,CDK5RAP3,AURKB,CDT1,ZWINT,DTL,BRCA1,RPA2,BLM,NDC80,CDK1,CDC6,WDR76,ORC1,FANCD2,TP53,CENPF,BRIP1"
"GO:BP","DNA unwinding involved in DNA replication","GO:0006268","1.1307228736664476e-8","7.9466438222937725","22","570","10","21100","RECQL4,MCM7,MCM3,GINS1,CDC45,MCM5,BLM,MCM2,GINS2,GINS4"
"GO:BP","microtubule cytoskeleton organization","GO:0000226","1.3593983404061181e-8","7.86665326461304","630","570","48","21100","CENPJ,CHEK2,CENPH,XRCC3,CCDC57,CEP131,HAUS5,ATF5,CROCC,TACC3,HAUS1,RASSF7,KAT2A,TBCD,PSRC1,RASSF1,CENPA,SKA1,AURKB,STMN1,KIF24,NUSAP1,HAUS8,CEP70,CCNF,BRCA1,SPAG5,GOLGA8B,KIFC1,KIF15,NUF2,PPP1R35,NINL,KIF18B,NDC80,CDK1,KIF2C,TTLL4,BIRC5,IQCG,CUL9,NEK2,BRCA2,PCLAF,KIF18A,SAPCD2,STMN3,TRPV4"
"GO:BP","double-strand break repair via break-induced replication","GO:0000727","1.4154663703552486e-8","7.849100444449809","12","570","8","21100","MCM7,MCM3,CDC45,MCM5,CDC7,MCM2,GINS2,GINS4"
"GO:BP","cell activation","GO:0001775","1.4154663703552486e-8","7.849100444449809","1094","570","68","21100","MYB,EZH2,LGALS9,MS4A1,TYK2,FCHO1,JAK3,IGHM,SOCS1,TBC1D10C,RELB,SOX12,CDKN2A,CD22,KAT2A,VCAM1,KMT5C,TCIM,NKG7,TNFRSF14,HELLS,LMO4,PTPN6,RHBDD3,TNFRSF4,ZAP70,CD320,UBD,IL27RA,BCL2,NR1H3,CD79B,DGKE,LAG3,IKZF3,IGHV3-73,MIF,MERTK,IGHV3-43,RASAL3,IL4I1,EXO1,POU2AF1,EDN2,NFKB2,CORO1A,IL21R,CD3D,BATF,FANCD2,CD40,P2RX4,CD7,NLRC3,TP53,LCK,APOE,CD6,IDO1,RUNX3,PRF1,HLA-G,CCL19,GLI2,MICB,PAX1,CD48,CARD11"
"GO:BP","negative regulation of cell cycle phase transition","GO:1901988","1.448488640212716e-8","7.839084906405873","261","570","29","21100","E2F1,CHEK2,PIDD1,EZH2,XRCC3,KNTC1,TIMELESS,ATF5,CDC45,CDK5RAP3,AURKB,CDT1,ZWINT,DTL,BRCA1,BCL2,RPA2,BLM,MIIP,NDC80,CDK1,E2F7,CDC6,WDR76,ORC1,FANCD2,TP53,CENPF,BRIP1"
"GO:BP","leukocyte activation","GO:0045321","1.584316551690639e-8","7.800158040601688","953","570","62","21100","MYB,EZH2,LGALS9,MS4A1,TYK2,FCHO1,JAK3,IGHM,SOCS1,TBC1D10C,RELB,SOX12,CDKN2A,CD22,KAT2A,VCAM1,KMT5C,NKG7,TNFRSF14,HELLS,PTPN6,RHBDD3,TNFRSF4,ZAP70,CD320,UBD,IL27RA,BCL2,NR1H3,CD79B,LAG3,IKZF3,IGHV3-73,MIF,MERTK,IGHV3-43,RASAL3,IL4I1,EXO1,POU2AF1,EDN2,CORO1A,IL21R,CD3D,BATF,FANCD2,CD40,CD7,NLRC3,TP53,LCK,CD6,IDO1,RUNX3,PRF1,HLA-G,CCL19,GLI2,MICB,PAX1,CD48,CARD11"
"GO:BP","kinetochore organization","GO:0051383","2.903301830091392e-8","7.537107812143124","24","570","10","21100","CENPH,KNTC1,CENPA,CDT1,NUF2,NDC80,CENPW,CENPK,CENPX,CENPF"
"GO:BP","regulation of DNA-directed DNA polymerase activity","GO:1900262","3.236253252305023e-8","7.489957500108276","13","570","8","21100","CHTF18,PCNA,RFC5,GINS1,RFC4,GINS2,GINS4,DSCC1"
"GO:BP","positive regulation of DNA-directed DNA polymerase activity","GO:1900264","3.236253252305023e-8","7.489957500108276","13","570","8","21100","CHTF18,PCNA,RFC5,GINS1,RFC4,GINS2,GINS4,DSCC1"
"GO:BP","cellular response to stimulus","GO:0051716","6.323463302698475e-8","7.199044997463363","7399","570","270","21100","RMI2,KREMEN2,ARHGAP4,TEDC2,TRAF2,E2F1,CENPJ,CHEK2,MGAT3,LIG1,RNASEH2A,PIDD1,PAXX,NUDT1,RORB,POLD1,RECQL4,TMC8,EZH2,TFAP4,XRCC3,PCNA,KNTC1,RAD54L,BTNL9,TIMELESS,CCL20,PASK,MCM7,KIF22,LGALS9,ALKBH2,FANCG,XRCC1,DDX11,MS4A1,POLE,TYK2,RNF165,MCM8,IL2RG,FANCL,BCL11A,FCHO1,JAK3,PRDM15,IGHM,CHCHD6,RFC5,MCM3,FANCC,PBK,SOCS1,SIGIRR,TBC1D10C,RASSF7,PABPN1,RELB,HMGB2,RFC4,CDC45,NTS,RAD51C,MCM5,CHAF1A,SUV39H1,KCTD13,FRAT2,CDKN2A,CD22,KAT2A,SPPL2B,PLA2G6,REC8,PARPBP,UBE2T,VCAM1,KRT18,PTTG1,PRODH,KMT5C,RASSF1,CDC7,ASNS,CLEC2D,DDIT3,TCIM,TONSL,CDK5RAP3,AURKB,NKG7,SERPINF2,IRF3,TNFRSF14,HELLS,RHPN1,FOXRED2,FEN1,NTHL1,C20ORF27,CDC25A,PTPN6,STMN1,ITGB3BP,RHBDD3,CIT,PARP10,TNFRSF4,CHAF1B,UCHL1,ZAP70,CDT1,ZWINT,DTL,MAP4K1,TEDC1,IFI27L1,TGIF2,BRCA1,CD320,CDC42EP4,UBD,BCL2L12,IL27RA,TMEM116,LAMTOR4,RAD51AP1,SLC26A6,ING4,RFXANK,OLFM1,BCL2,RAB4B,EDARADD,TNFRSF25,NR1H3,RPA2,ESR1,BLM,MCM2,ARHGEF19,CD79B,SEMA6A,IL1R2,BCAT2,TRPM2,KRT19,OR2I1P,PSTPIP1,HSBP1L1,HSH2D,PTPN7,SHISA2,DGKE,TRAF1,ADTRP,NDC80,LAG3,ARHGAP45,CDK1,BIRC3,PTCH1,SPSB2,LTB,TRIM59,HEY1,IGHV3-73,DTYMK,POLQ,CBFA2T2,MIF,MERTK,SPOCK2,DDT,ESCO2,IGHV3-43,RASAL3,FBXO44,TRBV28,EXO1,BIRC5,GRB7,GPR161,CENPX,RPS19,DTX2,FANCI,E2F7,GINS2,EDN2,NFKB2,CALML5,CELSR3,CDC6,RASD2,GINS4,PRKX,MST1R,S1PR5,WDR76,CORO1A,LZTR1,ADM2,BRCA2,IL21R,EGFR,ORC1,ARHGAP9,PCLAF,KIF18A,MELK,DHRS3,CD3D,BATF,FSTL4,FANCD2,NXPH4,CIITA,CD40,P2RX4,CD7,ECE2,ARHGAP26,NLRC3,TP73,PHPT1,TP53,DHFR,CYP4F12,GSTA1,LCK,E2F2,CENPF,DDIT4,MICAL1,APOE,GZMB,CD6,FADS1,GABBR1,CD247,METRN,NINJ1,RALGPS1,BCL2A1,BRIP1,NOS2,PLEKHG4,STMN3,NEURL1B,PRAME,VEGFA,ADAM23,TRPV4,TNFRSF18,SLC15A3,GLDC,CXCR4,LANCL2,ECE1,HLA-G,CCL19,HILPDA,GLI2,GZMA,NUPR1,MICB,CARD11,DACT2,IFITM1"
"GO:BP","mitotic nuclear division","GO:0140014","8.851577767842766e-8","7.0529793106812315","301","570","30","21100","CHEK2,XRCC3,KNTC1,KIF22,TACC3,PSRC1,REC8,PTTG1,AURKB,CDT1,ZWINT,NUSAP1,SPAG5,KIFC1,KIF15,NUF2,UBE2S,KIF18B,NDC80,NCAPD2,CDCA2,KIF2C,CENPK,PKMYT1,CDC6,DSCC1,CUL9,NEK2,KIF18A,CENPF"
"GO:BP","response to stimulus","GO:0050896","1.502137763515319e-7","6.823290235646846","8885","570","310","21100","RMI2,KREMEN2,ARHGAP4,TEDC2,TRAF2,EXOSC5,E2F1,CENPJ,CHEK2,MYB,MGAT3,LIG1,RNASEH2A,PIDD1,PAXX,NUDT1,RORB,POLD1,RECQL4,TMC8,EZH2,TFAP4,XRCC3,PCNA,KNTC1,RAD54L,BTNL9,TIMELESS,CCL20,PASK,MCM7,KIF22,LGALS9,ALKBH2,FANCG,XRCC1,DDX11,MS4A1,ABCA3,POLE,CCDC130,TYK2,RNF165,MCM8,IL2RG,FANCL,BCL11A,FCHO1,JAK3,PRDM15,TYMS,IGHM,POLR3K,CHCHD6,RFC5,MCM3,FANCC,PBK,SOCS1,SIGIRR,PSPH,TBC1D10C,RASSF7,PABPN1,RELB,HMGB2,RFC4,CDC45,NTS,RAD51C,MCM5,CHAF1A,SUV39H1,LETMD1,KCTD13,FRAT2,CDKN2A,CD22,KAT2A,SPPL2B,PLA2G6,REC8,PARPBP,UBE2T,VCAM1,KRT18,PTTG1,PRODH,KMT5C,RASSF1,CDC7,ASNS,NASP,CLEC2D,DDIT3,CNPY3,TCIM,TONSL,CDK5RAP3,AURKB,NKG7,SERPINF2,IRF3,TNFRSF14,HELLS,RHPN1,FOXRED2,FEN1,NTHL1,C20ORF27,DNASE2,CDC25A,PTPN6,STMN1,ITGB3BP,RHBDD3,PSIP1,CIT,PARP10,TNFRSF4,ARNT2,CHAF1B,D2HGDH,UCHL1,ZAP70,CDT1,ZWINT,IGSF9,DTL,MAP4K1,TEDC1,MIEN1,IFI27L1,TGIF2,BRCA1,CD320,CDC42EP4,UBD,BCL2L12,IL27RA,TMEM116,LAMTOR4,RAD51AP1,SLC26A6,ING4,GSDMB,RFXANK,OLFM1,BCL2,RAB4B,EDARADD,TNFRSF25,NR1H3,RPA2,ESR1,BLM,MCM2,ARHGEF19,CD79B,SEMA6A,IL1R2,BCAT2,TRPM2,KRT19,OR2I1P,PSTPIP1,HSBP1L1,HSH2D,PTPN7,SHISA2,DGKE,TRAF1,PAX5,ADTRP,NDC80,LAG3,ARHGAP45,CDK1,BIRC3,PTCH1,SPSB2,LTB,TRIM59,HEY1,IKZF3,IGHV3-73,DTYMK,POLQ,CBFA2T2,MIF,MERTK,SPOCK2,DDT,ESCO2,IGHV3-43,RASAL3,FBXO44,IL4I1,TRBV28,EXO1,BIRC5,GRB7,GPR161,CENPX,RPS19,DTX2,FANCI,E2F7,GINS2,POU2AF1,EDN2,NFKB2,IGLV9-49,CALML5,CELSR3,CDC6,RASD2,GINS4,PLGRKT,PRKX,MST1R,S1PR5,WDR76,CORO1A,APOBEC3G,LZTR1,ADM2,BRCA2,IL21R,EGFR,ORC1,ARHGAP9,PCLAF,KIF18A,MELK,DHRS3,CD3D,BATF,FSTL4,FANCD2,NXPH4,CIITA,CD40,P2RX4,CD7,ECE2,APOBEC3B,ARHGAP26,NLRC3,ENO2,TP73,PHPT1,TP53,DHFR,CYP4F12,GSTA1,WHRN,LCK,E2F2,ABCA2,CENPF,DDIT4,MICAL1,APOE,GZMB,CD6,IDO1,FADS1,GABBR1,RUNX3,CD247,METRN,NINJ1,RALGPS1,BCL2A1,SP140,CDH23,BRIP1,NOS2,PLEKHG4,STMN3,NEURL1B,PRAME,VEGFA,PRF1,ADAM23,SUSD4,IGKV2-24,TRPV4,TNFRSF18,SLC15A3,GLDC,SLFN13,CXCR4,LANCL2,ECE1,HLA-G,CCL19,HILPDA,GLI2,GZMA,NUPR1,CTSW,MICB,CD48,CARD11,DACT2,IFITM1,B3GALT5,CLDN3"
"GO:BP","regulation of lymphocyte activation","GO:0051249","1.6203081845864635e-7","6.79040237426233","529","570","41","21100","MYB,LGALS9,TYK2,FCHO1,JAK3,IGHM,SOCS1,TBC1D10C,SOX12,CDKN2A,CD22,KAT2A,VCAM1,KMT5C,TNFRSF14,PTPN6,RHBDD3,TNFRSF4,ZAP70,CD320,IL27RA,BCL2,LAG3,IKZF3,IGHV3-73,MIF,MERTK,IGHV3-43,RASAL3,IL4I1,CORO1A,FANCD2,CD40,LCK,CD6,IDO1,RUNX3,HLA-G,CCL19,GLI2,CARD11"
"GO:BP","positive regulation of DNA metabolic process","GO:0051054","1.6203081845864635e-7","6.79040237426233","273","570","28","21100","CHTF18,PCNA,TIMELESS,XRCC1,DDX11,DBF4B,RFC5,GINS1,RFC4,KCTD13,KMT5C,CDC7,AURKB,CDT1,BRCA1,RAD51AP1,CDK1,E2F7,GINS2,GINS4,DSCC1,NEK2,EGFR,CCT6A,CD40,VEGFA,PARM1,GLI2"
"GO:BP","regulation of cell cycle G2/M phase transition","GO:1902749","1.8181931142861742e-7","6.740359991292942","129","570","19","21100","ATF5,DBF4B,RAD51C,CDKN2A,CDC7,CDK5RAP3,AURKB,CDC25A,DTL,BRCA1,ING4,BLM,MIIP,CDK1,CDC25B,CDC6,ORC1,TP53,CENPF"
"GO:BP","G2/M transition of mitotic cell cycle","GO:0000086","2.4481633750937067e-7","6.611159603465142","161","570","21","21100","CHEK2,CCDC57,DBF4B,RAD51C,CDKN2A,CDC7,CDK5RAP3,AURKB,CDC25A,CIT,DTL,BRCA1,BLM,MIIP,CDK1,CDC25B,PKMYT1,CDC6,ORC1,MELK,CENPF"
"GO:BP","DNA replication initiation","GO:0006270","2.8943603334483843e-7","6.538447402350807","38","570","11","21100","MCM7,MCM3,CDC45,MCM5,PRIM1,CDT1,MCM2,POLA2,GMNN,CDC6,ORC1"
"GO:BP","mitotic cell cycle checkpoint signaling","GO:0007093","3.3282575397992696e-7","6.477783075474405","134","570","19","21100","CHEK2,PIDD1,XRCC3,KNTC1,CDK5RAP3,AURKB,CDT1,ZWINT,DTL,BRCA1,RPA2,BLM,NDC80,CDK1,CDC6,ORC1,FANCD2,TP53,CENPF"
"GO:BP","T cell activation","GO:0042110","3.896982907389979e-7","6.409271499068098","504","570","39","21100","MYB,LGALS9,TYK2,FCHO1,JAK3,SOCS1,RELB,SOX12,CDKN2A,KAT2A,VCAM1,NKG7,TNFRSF14,PTPN6,TNFRSF4,ZAP70,IL27RA,BCL2,LAG3,RASAL3,IL4I1,CORO1A,CD3D,BATF,FANCD2,CD7,NLRC3,TP53,LCK,CD6,IDO1,RUNX3,HLA-G,CCL19,GLI2,MICB,PAX1,CD48,CARD11"
"GO:BP","positive regulation of cell cycle","GO:0045787","5.666434522215716e-7","6.246690125303604","347","570","31","21100","CENPJ,CHEK2,CKS2,EZH2,XRCC3,CCDC57,DDX11,DBF4B,RAD51C,PSRC1,CDC7,ASNS,AURKB,FEN1,CDC25A,CIT,CDT1,NUSAP1,DTL,SPAG5,RAD51AP1,CKS1B,PPP1R35,NDC80,CDK1,CDC25B,E2F7,CDC6,BRCA2,EGFR,NUPR1"
"GO:BP","DNA integrity checkpoint signaling","GO:0031570","8.25000098960103e-7","6.083545999355743","127","570","18","21100","E2F1,CHEK2,PIDD1,TIMELESS,CDC45,CDK5RAP3,CDT1,DTL,BRCA1,RPA2,BLM,CDK1,CDC6,WDR76,ORC1,FANCD2,TP53,BRIP1"
"GO:BP","regulation of cellular process","GO:0050794","9.642954862957288e-7","6.015789866092912","11193","570","368","21100","SPIB,RMI2,KREMEN2,ARHGAP4,CEL,CHTF18,TEDC2,TRAF2,EXOSC5,E2F1,CENPJ,CHEK2,MXD3,MYB,MGAT3,PIDD1,RORB,CKS2,ZNF692,TMC8,EZH2,TFAP4,XRCC3,PCNA,KNTC1,BTNL9,PXYLP1,TIMELESS,CCDC57,CEP131,CCL20,PASK,MCM7,LGALS9,ATF5,XRCC1,CROCC,DDX11,DPH7,MS4A1,ABCA3,TYK2,RNF165,ANKRD13B,IL2RG,TACC3,DBF4B,TARBP1,FANCL,BCL11A,FCHO1,ANO9,IQCB1,JAK3,PRDM15,TYMS,IGHM,ZNF783,RFC5,PBK,SOCS1,SIGIRR,TBC1D10C,RASSF7,PABPN1,RELB,GINS1,HMGB2,RFC4,CDC45,NTS,SOX12,NFE2L3,RAD51C,THAP7,SUV39H1,LETMD1,KCTD13,ZNF775,FRAT2,CDKN2A,CD22,KAT2A,TBCD,SPPL2B,PLA2G6,RNF207,PSRC1,PARPBP,VCAM1,CDKN2C,KRT18,ZNF84,PTTG1,PRODH,KMT5C,RASSF1,CDC7,ASNS,CLEC2D,SKA1,ZNF517,DDIT3,NAPB,GSAP,TCIM,CDK5RAP3,CDCA7,AURKB,NKG7,SERPINF2,LIN9,IRF3,TNFRSF14,HELLS,RHPN1,FEN1,LMO4,C20ORF27,ZNF367,ZNF473,MIS18A,CDC25A,PTPN6,STMN1,ITGB3BP,RHBDD3,PSIP1,CIT,SYCP2,PARP10,TNFRSF4,ARNT2,UCHL1,ZAP70,CDT1,KIF24,ZWINT,NUSAP1,MELTF,ASPSCR1,MICALL2,IGSF9,DTL,MAP4K1,CEP70,TEDC1,MIEN1,CCNF,SCML1,IFI27L1,TGIF2,ZNF48,BRCA1,CD320,CDC42EP4,UBD,GLI4,ZBTB48,SPAG5,BCL2L12,IL27RA,TMEM116,LAMTOR4,RAD51AP1,SLC26A6,ING4,RFXANK,OLFM1,BCL2,RAB4B,CKS1B,EDARADD,ING1,TNFRSF25,NFKBIE,KIF15,NR1H3,RPA2,ESR1,SAP30,BLM,MCM2,ZNF589,KCNE3,ARHGEF19,CD79B,SEMA6A,IL1R2,PPP1R35,TRPM2,APOC1,KRT19,TMEM97,OR2I1P,PSTPIP1,MIIP,HSBP1L1,HSH2D,RENBP,PTPN7,SHISA2,DGKE,UBE2S,TRAF1,PAX5,KIF18B,ADTRP,NDC80,LAG3,NCAPD2,PKDCC,ARHGAP45,CDK1,BIRC3,SIM2,PTCH1,GMNN,SPSB2,LTB,TRIM59,CDC25B,HEY1,IKZF3,IGHV3-73,CDCA2,KIF2C,POLQ,MARCKSL1,CBFA2T2,MIF,SLC2A6,MERTK,SPOCK2,DDT,ESCO2,IGHV3-43,RASAL3,IL4I1,TRBV28,ZNF74,BIRC5,GRB7,GPR161,CENPX,RPS19,UHRF2,DTX2,HINT2,FANCI,E2F7,GINS2,POU2AF1,CLK4,HJURP,EDN2,NFKB2,EPOP,EBF4,EIF4A2,CALML5,CELSR3,PKMYT1,CDC6,RASD2,GINS4,DBP,DSCC1,PLGRKT,PRKX,MST1R,CUL9,S1PR5,WDR76,NEK2,CORO1A,APOBEC3G,LZTR1,ADM2,BRCA2,CCNL2,IL21R,ZNF605,EGFR,CCT6A,ORC1,ARHGAP9,PCLAF,NEDD4L,KIF18A,MELK,DHRS3,CD3D,BATF,FSTL4,FANCD2,NXPH4,TCEA2,CIITA,CD40,P2RX4,CD7,ECE2,APOBEC3B,ARHGAP26,NLRC3,ENO2,TP73,PHPT1,TP53,DHFR,SAPCD2,LCK,E2F2,ABCA2,CENPF,DDIT4,ZNF180,SIMC1,MICAL1,APOE,HLTF,GZMB,CD6,IDO1,FADS1,GABBR1,RUNX3,CD247,METRN,CBX2,NINJ1,RALGPS1,NAT14,BCL2A1,SP140,BRIP1,FXYD6,NOS2,PLEKHG4,STMN3,NEURL1B,PRAME,ZIC2,VEGFA,PRF1,FXYD3,TRPV4,TNFRSF18,SLC15A3,CXCR4,LANCL2,PARM1,ECE1,HLA-G,CCL19,HILPDA,GLI2,GZMA,CLCN2,NUPR1,MICB,PAX1,SNCG,CARD11,DACT2,IFITM1,CLDN3"
"GO:BP","negative regulation of mitotic cell cycle phase transition","GO:1901991","9.642954862957288e-7","6.015789866092912","191","570","22","21100","CHEK2,PIDD1,EZH2,XRCC3,KNTC1,CDK5RAP3,AURKB,CDT1,ZWINT,DTL,BRCA1,BCL2,RPA2,BLM,MIIP,NDC80,CDK1,E2F7,CDC6,ORC1,TP53,CENPF"
"GO:BP","immune system process","GO:0002376","0.0000011635719031744653","5.93420677422767","2781","570","123","21100","TRAF2,MYB,EZH2,BTNL9,CCL20,LGALS9,MS4A1,TYK2,IL2RG,FCHO1,JAK3,IGHM,POLR3K,FANCC,SOCS1,TBC1D10C,RELB,HMGB2,SOX12,CDKN2A,CD22,KAT2A,SPPL2B,PLA2G6,VCAM1,KMT5C,CNPY3,TCIM,CDK5RAP3,NKG7,IRF3,TNFRSF14,HELLS,LMO4,DNASE2,PTPN6,RHBDD3,TNFRSF4,ZAP70,CD320,CDC42EP4,UBD,IL27RA,SLC26A6,BCL2,NR1H3,ESR1,CD79B,IL1R2,TRPM2,PSTPIP1,PAX5,ADTRP,LAG3,BIRC3,LTB,TRIM59,IKZF3,IGHV3-73,POLQ,MIF,MERTK,DDT,ESCO2,IGHV3-43,RASAL3,IL4I1,TRBV28,EXO1,RPS19,POU2AF1,EDN2,NFKB2,IGLV9-49,FLVCR1,PRKX,MST1R,PODXL2,CORO1A,APOBEC3G,BRCA2,IL21R,MELK,CD3D,BATF,FANCD2,CIITA,CD40,P2RX4,CD7,APOBEC3B,NLRC3,PHPT1,TP53,LCK,APOE,GZMB,CD6,IDO1,RUNX3,CD247,NINJ1,NOS2,VEGFA,PRF1,SUSD4,IGKV2-24,TRPV4,TNFRSF18,SLC15A3,CXCR4,ACP6,HLA-G,CCL19,GLI2,GZMA,CTSW,MICB,PAX1,CD48,CARD11,DACT2,IFITM1"
